"","Speaker","Text","Scene","Episode","line_order_in_episode"
"10852","anna bates"," Well, he's not written in quite some time now.",4,"03x04 - Episode Four",14
"10853","matthew"," And you don't know why?",4,"03x04 - Episode Four",15
"10854","anna bates"," No, but I'm certain I will before too long.",4,"03x04 - Episode Four",16
"10855","mrs hughes"," Mrs Crawley, how may I help?",5,"03x04 - Episode Four",17
"10856","isobel crawley"," I'm sorry to push in on you again, but I didn't have time to come down before dinner and now we're on our way home.",5,"03x04 - Episode Four",18
"10857","mrs hughes"," Oh.",5,"03x04 - Episode Four",19
"10858","isobel crawley"," Mrs Hughes, you know I went to see Ethel Parks.",5,"03x04 - Episode Four",20
"10859","mrs hughes"," I do, ma'am.",5,"03x04 - Episode Four",21
"10860","isobel crawley"," Well, she wouldn't speak to me then, but she has since sought me out and asked me to deliver this letter into your hands.",5,"03x04 - Episode Four",22
"10861","mrs hughes"," When we last spoke of her, you seemed to think she'd…fallen into bad way.",5,"03x04 - Episode Four",23
"10862","isobel crawley"," I'm afraid that's the case. She's been working as a prostitute.",5,"03x04 - Episode Four",24
"10863","mrs hughes"," My, my. That's not a word you hear in this house every day.",5,"03x04 - Episode Four",25
"10864","isobel crawley"," No. But I think it also serves to show the measure of her misery. Ethel has been driven into this, of that I have no doubt. If only she would allow me to help her. But she won't. If this letter can give you any clue as to how I might be helpful, please let me know.",5,"03x04 - Episode Four",26
"10865","mrs hughes"," I will, ma'am.",5,"03x04 - Episode Four",27
"10866","mrs hughes"," Your sentiments do you credit, but I suspect she will be too ashamed to face how far she's fallen.",5,"03x04 - Episode Four",28
"10867","isobel crawley"," Goodnight.",5,"03x04 - Episode Four",29
"10868","mrs hughes"," Goodnight, Mrs Crawley.",5,"03x04 - Episode Four",30
"10869","isobel crawley"," ",5,"03x04 - Episode Four",31
"10870","mr carson"," Sir, am I to answer to you both?",6,"03x04 - Episode Four",32
"10871","matthew"," Of course not. What Lord Grantham means is that I have made an investment in the estate. That is all. Otherwise, nothing has changed.",6,"03x04 - Episode Four",33
"10872","mr carson"," Very good. And can we bring the staff back up to snuff?",6,"03x04 - Episode Four",34
"10873","robert, earl of grantham"," I believe we can.",6,"03x04 - Episode Four",35
"10874","mr carson"," Mrs Hughes is short of a housemaid, Mrs Patmore wants a kitchen maid, and I need a new footman.",6,"03x04 - Episode Four",36
"10875","matthew"," Do you really? I sometimes feel the world is rather different than it was before the war.",6,"03x04 - Episode Four",37
"10876","mr carson"," I see.",6,"03x04 - Episode Four",38
"10877","mr carson"," I would like to return to my duties as a butler, sir. But if you prefer that I continue to do the work of a second footman in addition—",6,"03x04 - Episode Four",39
"10878","robert, earl of grantham"," Mr Crawley does not mean that at all, do you?",6,"03x04 - Episode Four",40
"10879","matthew"," Certainly not.",6,"03x04 - Episode Four",41
"10880","mr carson"," Well that is good news.",6,"03x04 - Episode Four",42
"10881","robert, earl of grantham"," I suppose it's too late to get into shape before the dinner for the archbishop of York, but it'll be the last time you'll have to fudge it.",6,"03x04 - Episode Four",43
"10882","mr carson"," I will do my best for the archbishop with an added spring in my step.",6,"03x04 - Episode Four",44
"10883","matthew"," Why don't you have breakfast in bed?",7,"03x04 - Episode Four",45
"10884","lady edith"," Because I'm not married.",7,"03x04 - Episode Four",46
"10885","matthew"," Yes, but...now that",7,"03x04 - Episode Four",47
"10886","lady edith"," Now that both of the others are, what difference would it make?",7,"03x04 - Episode Four",48
"10887","matthew"," You know what I mean.",7,"03x04 - Episode Four",49
"10888","lady edith"," I prefer to be up and about.",7,"03x04 - Episode Four",50
"10889","robert, earl of grantham"," Tennessee is going to ratify the nineteenth amendment.",7,"03x04 - Episode Four",51
"10890","matthew"," Meaning?",7,"03x04 - Episode Four",52
"10891","robert, earl of grantham"," All American women will have the vote.",7,"03x04 - Episode Four",53
"10892","lady edith"," Which is more than they do here.",7,"03x04 - Episode Four",54
"10893","robert, earl of grantham"," Well, they almost do.",7,"03x04 - Episode Four",55
"10894","lady edith"," I don't have the vote. I'm not over thirty, and I'm not a householder. It's ridiculous.",7,"03x04 - Episode Four",56
"10895","matthew"," You should write to the Times.",7,"03x04 - Episode Four",57
"10896","lady edith"," Maybe I will.",7,"03x04 - Episode Four",58
"10897","robert, earl of grantham"," Ask your mother if she needs any help with tonight's dinner. There's nothing so toffee nosed as a prince of the church, so make sure you put him next to your grandmother. She'll know how to handle him.",7,"03x04 - Episode Four",59
"10898","mr carson"," Oh, Anna, you'll be happy to hear that as soon as we take on a new housemaid, you'll be a lady's maid to Lady Mary at last.",8,"03x04 - Episode Four",60
"10899","anna bates"," That's nice, Mr Carson. Thank you.",8,"03x04 - Episode Four",61
"10900","mrs hughes"," Thought you'd be more pleased.",8,"03x04 - Episode Four",62
"10901","anna bates"," No, I am pleased, really. I'm... I've just got a lot on my mind. Sorry.",8,"03x04 - Episode Four",63
"10902","mr carson"," I've also advertised for a new footman.",8,"03x04 - Episode Four",64
"10903","miss o'brien"," He'll be second footman, won't he?",8,"03x04 - Episode Four",65
"10904","mr carson"," As to that, I will make no pronouncements at this stage.",8,"03x04 - Episode Four",66
"10905","thomas"," Try to find a man with something about him, Mr Carson. I don't like to feel the house isn't being properly represented.",8,"03x04 - Episode Four",67
"10906","alfred nugent"," Is that aimed at me?",8,"03x04 - Episode Four",68
"10907","thomas"," If the cap fits, wear it.",8,"03x04 - Episode Four",69
"10908","mr carson","You're very quiet.",8,"03x04 - Episode Four",70
"10909","mrs hughes"," You'll never guess what.",8,"03x04 - Episode Four",71
"10910","mrs hughes"," I've had a letter from Ethel. She wants to meet me, but she won't come here.",8,"03x04 - Episode Four",72
"10911","mr carson"," What for? And why not?",8,"03x04 - Episode Four",73
"10912","mrs hughes"," I think she'd be uncomfortable.",8,"03x04 - Episode Four",74
"10913","mr carson"," Why, particularly?",8,"03x04 - Episode Four",75
"10914","mrs hughes"," Never you mind. I think I'll ask Mrs Crawley if we can meet there. Heaven knows what Ethel wants of us this time.",8,"03x04 - Episode Four",76
"10915","matthew"," Cora said you were looking for me.",9,"03x04 - Episode Four",77
"10916","lady mary"," Yes. I've stolen the nursery as a sitting room for us. And this is the paper.",9,"03x04 - Episode Four",78
"10917","lady mary"," Unless you hate it.",9,"03x04 - Episode Four",79
"10918","matthew"," No.",9,"03x04 - Episode Four",80
"10919","matthew"," Is that all?",9,"03x04 - Episode Four",81
"10920","lady mary"," Why? What did you think it was?",9,"03x04 - Episode Four",82
"10921","matthew"," Cora said you'd been to the doctor earlier. I wondered why.",9,"03x04 - Episode Four",83
"10922","lady mary"," To find something for my hay fever.",9,"03x04 - Episode Four",84
"10923","matthew"," And what will we use for a day nursery...should the need arise?",9,"03x04 - Episode Four",85
"10924","lady mary"," I think we can worry about that a little further down the line.",9,"03x04 - Episode Four",86
"10925","violet, dowager countess of grantham"," Oh, thank you, my dear. That's very kind. How much do I owe you?",10,"03x04 - Episode Four",87
"10926","lady edith"," A guinea.",10,"03x04 - Episode Four",88
"10927","violet, dowager countess of grantham"," A guinea? For a bottle of scent? Did he have a mask and a gun?",10,"03x04 - Episode Four",89
"10928","violet, dowager countess of grantham"," How are you?",10,"03x04 - Episode Four",90
"10929","lady edith"," All right...I suppose.",10,"03x04 - Episode Four",91
"10930","violet, dowager countess of grantham"," Yes, I worry about you. That sort of thing is so horrid.",10,"03x04 - Episode Four",92
"10931","lady edith"," Being jilted at the altar? Yes, it is horrid. Multiplied by about ten thousand million.",10,"03x04 - Episode Four",93
"10932","violet, dowager countess of grantham"," Oh. You must keep busy.",10,"03x04 - Episode Four",94
"10933","lady edith"," What with? There's nothing to do at the house. Except when we entertain.",10,"03x04 - Episode Four",95
"10934","violet, dowager countess of grantham"," Well, there must be something you can put your mind to.",10,"03x04 - Episode Four",96
"10935","lady edith"," Like what? Gardening?",10,"03x04 - Episode Four",97
"10936","violet, dowager countess of grantham"," Well, no, you can't be as desperate as that.",10,"03x04 - Episode Four",98
"10937","lady edith"," Then what?",10,"03x04 - Episode Four",99
"10938","violet, dowager countess of grantham"," Edith, dear, you're a woman with a brain and reasonable ability. Stop whining and find something to do.",10,"03x04 - Episode Four",100
"10939","mrs hughes"," I'm going out, Anna. I've told Mrs Patmore, and I think everything's under control for tonight, but...",11,"03x04 - Episode Four",101
"10940","mrs hughes"," What's the matter?",11,"03x04 - Episode Four",102
"10941","anna bates"," Nothing.",11,"03x04 - Episode Four",103
"10942","anna bates"," Except...well, I ha— I haven't had a letter from Mr Bates in weeks.",11,"03x04 - Episode Four",104
"10943","anna bates"," I worry...I worry that he's being gallant and...trying to set me free. He wants me to make a new life without him.",11,"03x04 - Episode Four",105
"10944","mrs hughes"," I doubt it very much.",11,"03x04 - Episode Four",106
"10945","anna bates"," Then why would he be silent like this? And stop me visiting?",11,"03x04 - Episode Four",107
"10946","mrs hughes"," Obviously, I don't know why, but I do know there'll be a good reason.",11,"03x04 - Episode Four",108
"10947","anna bates"," Do you really think so?",11,"03x04 - Episode Four",109
"10948","mrs hughes"," I'd swear to it.",11,"03x04 - Episode Four",110
"10949","dent"," They know you tricked 'em.",12,"03x04 - Episode Four",111
"10950","john bates"," Who knows what?",12,"03x04 - Episode Four",112
"10951","dent"," Mr Durrant's a dealer on the outside.",12,"03x04 - Episode Four",113
"10952","mr bates"," What's that to do with me?",12,"03x04 - Episode Four",114
"10953","dent"," He's working for your cellmate. All I know is that you punched Craig, so they set you up. But you hid the stuff they planted and turned the tables on them and now they're angry.",12,"03x04 - Episode Four",115
"10954","mr bates"," And what can they do?",12,"03x04 - Episode Four",116
"10955","dent"," Tell you what they can start by doing.",12,"03x04 - Episode Four",117
"10956","dent"," Durrant's reported you to the governor for violence. You're officially a dangerous prisoner.",12,"03x04 - Episode Four",118
"10957","mr bates"," The governor won't fall for that.",12,"03x04 - Episode Four",119
"10958","dent"," No? So when was the last time your wife came to visit, eh? How many letters you received lately?",12,"03x04 - Episode Four",120
"10959","mr bates"," Thank God. What a relief. I thought she'd given up on me.",12,"03x04 - Episode Four",121
"10960","dent"," Don't thank God until you know what else they've got in store for you.",12,"03x04 - Episode Four",122
"10961","turner"," Stop talking!",12,"03x04 - Episode Four",123
"10962","mr carson"," Go on, then.",13,"03x04 - Episode Four",124
"10963","alfred nugent"," Tea spoon, egg spoon...melon spoon, grapefruit spoon, jam spoon...",13,"03x04 - Episode Four",125
"10964","mr carson"," Shall I tell you?",13,"03x04 - Episode Four",126
"10965","alfred nugent"," All right.",13,"03x04 - Episode Four",127
"10966","mr carson"," A bullion spoon.",13,"03x04 - Episode Four",128
"10967","alfred nugent"," But I thought soup spoons were the same as table spoons.",13,"03x04 - Episode Four",129
"10968","mr carson"," Ah, so they are, but not for bullion, which is drunk from a smaller dish. Off you go, now. I must get on.",13,"03x04 - Episode Four",130
"10969","thomas"," You're taking a lot of trouble with young Alfred, Mr Carson. I feel quite jealous.",13,"03x04 - Episode Four",131
"10970","mr carson"," I don't know why. He asked for help. You never did.",13,"03x04 - Episode Four",132
"10971","ethel parks"," It's very hard to begin.",14,"03x04 - Episode Four",133
"10972","mrs hughes"," Well, find a way, Ethel. We all have lives to lead.",14,"03x04 - Episode Four",134
"10973","ethel"," Could you write to the Bryants? To say I want them to have Charlie?",14,"03x04 - Episode Four",135
"10974","mrs hughes"," We've already been down this path...to no avail.",14,"03x04 - Episode Four",136
"10975","ethel"," I know. And I know I said a mother's love was worth more than all they had to give, but I said it for me. Not for him.",14,"03x04 - Episode Four",137
"10976","isobel crawley"," My dear, you mustn't do anything until you're absolutely sure.",14,"03x04 - Episode Four",138
"10977","ethel"," Mrs Hughes said we all have lives to lead, but that isn't true. I've got no life.",14,"03x04 - Episode Four",139
"10978","ethel"," I exist, but barely.",14,"03x04 - Episode Four",140
"10979","isobel crawley"," Ethel, we all know the route you've taken.",14,"03x04 - Episode Four",141
"10980","ethel"," It's good of you to have me here.",14,"03x04 - Episode Four",142
"10981","isobel crawley"," All I mean is that I work with others like you to rebuild their lives. Can't we work together to find a way for you to keep your son?",14,"03x04 - Episode Four",143
"10982","ethel"," With his grandparents, Charlie can build a life that is whatever he wishes it to be. With all respect, ma'am, you and I working together could never offer him that.",14,"03x04 - Episode Four",144
"10983","mrs hughes"," You want me to write to them again.",14,"03x04 - Episode Four",145
"10984","isobel crawley"," But leave it vague. Say that Ethel would like them to keep in contact with their grandson.",14,"03x04 - Episode Four",146
"10985","ethel"," I won't change my mind.",14,"03x04 - Episode Four",147
"10986","mrs hughes"," Nevertheless, that's what I'll do. Then there'll be no disappointment whatever comes.",14,"03x04 - Episode Four",148
"10987","mrs hughes"," Now, if you'll forgive me, we've a big dinner tonight. Good day, ma'am. Ethel.",14,"03x04 - Episode Four",149
"10988","mrs hughes"," Ethel has had a very hard time of it since she left us, Mrs Bird. She's had great difficulty making ends meet.",15,"03x04 - Episode Four",150
"10989","mrs bird"," We know how she solved that problem.",15,"03x04 - Episode Four",151
"10990","mrs bird"," Give my regards to Mr Molesley.",15,"03x04 - Episode Four",152
"10991","isobel crawley"," Till we meet again, my dear.",15,"03x04 - Episode Four",153
"10992","ethel"," I— I had a coat.",15,"03x04 - Episode Four",154
"10993","mrs bird"," It's there.",15,"03x04 - Episode Four",155
"10994","isobel crawley"," You will help Miss Parks, please Mrs Bird.",15,"03x04 - Episode Four",156
"10995","isobel crawley"," Some manners wouldn't go amiss.",15,"03x04 - Episode Four",157
"10996","mrs bird"," I do not believe it is part of my duties to wait on the likes of her. I'm sorry, but that's what I feel.",15,"03x04 - Episode Four",158
"10997","archbishop of york"," I don't want to sound anti-Catholic.",16,"03x04 - Episode Four",159
"10998","robert, earl of grantham"," Why not? I am.",16,"03x04 - Episode Four",160
"10999","archbishop of york"," (chuckle) Not in any real way, I'm sure.",16,"03x04 - Episode Four",161
"11000","robert, earl of grantham"," I don't want thumbscrews or the rack, but there always seems to be something of Johnny Foreigner about the Catholics.",16,"03x04 - Episode Four",162
"11001","lady sybil"," I've no time to talk, but tell them I'm all right. I'm out of the flat. They haven't stopped me...",18,"03x04 - Episode Four",163
"11002","lady edith"," Who hasn't stopped you? Sybil? Hello?",18,"03x04 - Episode Four",164
"11003","lady mary"," What's the matter?",20,"03x04 - Episode Four",165
"11004","lady edith"," I've just had the most peculiar conversation with Sybil.",20,"03x04 - Episode Four",166
"11005","lady edith"," She kept on about being out of the flat and nobody had stopped her and...",20,"03x04 - Episode Four",167
"11006","cora, countess of grantham"," What do you mean, ""No one had stopped her""? Stopped her from doing what?",20,"03x04 - Episode Four",168
"11007","lady edith"," That's just it. I don't know. She suddenly put down the telephone.",20,"03x04 - Episode Four",169
"11008","mr carson"," Dinner is served, my lady.",20,"03x04 - Episode Four",170
"11009","violet, dowager countess of grantham"," Y—Tell me, Dr Lang, do you find that the war has driven the people back into the churches or further away than ever?",21,"03x04 - Episode Four",171
"11010","archbishop of york"," ""Behold, I stand at the door and knock.""",21,"03x04 - Episode Four",172
"11011","matthew"," Someone sounds very angry.",21,"03x04 - Episode Four",173
"11012","cora, countess of grantham"," Or very wet.",21,"03x04 - Episode Four",174
"11013","lady mary"," Or both.",21,"03x04 - Episode Four",175
"11014","alfred nugent"," Do you have any luggage, sir?",22,"03x04 - Episode Four",176
"11015","tom branson"," I barely have the clothes I stand in.",22,"03x04 - Episode Four",177
"11016","tom"," Where are they?",22,"03x04 - Episode Four",178
"11017","alfred nugent"," They're in the—",22,"03x04 - Episode Four",179
"11018","lady mary"," Tom! What's happened? Where's Sybil?",22,"03x04 - Episode Four",180
"11019","tom"," I had to get away and leave her to follow, but I made all the arrangements in case. She'll be on her way by now.",22,"03x04 - Episode Four",181
"11020","lady mary"," By why are you here? And why must she follow you alone?",22,"03x04 - Episode Four",182
"11021","tom"," I can explain.",22,"03x04 - Episode Four",183
"11022","lady mary"," There's a dinner going on, but I'll go on and tell them that you're here.",22,"03x04 - Episode Four",184
"11023","tom"," No. Don't.",22,"03x04 - Episode Four",185
"11024","tom"," No one must know. I'll tell you it all when they're gone.",22,"03x04 - Episode Four",186
"11025","matthew"," What's the matter?",22,"03x04 - Episode Four",187
"11026","matthew"," Tom!",22,"03x04 - Episode Four",188
"11027","lady mary"," Go upstairs and find some dry clothes of Matthew's. I'll come for you when the coast is clear.",22,"03x04 - Episode Four",189
"11028","lady mary"," Would you please ask Mrs Hughes to sort some food out for him?",22,"03x04 - Episode Four",190
"11029","alfred nugent"," Yes, milady.",22,"03x04 - Episode Four",191
"11030","lady mary"," An idiotic man delivering a village pamphlet, can you imagine? In this weather and this time of night?",23,"03x04 - Episode Four",192
"11031","lady mary"," It's Branson. He wouldn't come in.",23,"03x04 - Episode Four",193
"11032","robert, earl of grantham"," Why not?",23,"03x04 - Episode Four",194
"11033","robert, earl of grantham"," Is Sybil with him?",23,"03x04 - Episode Four",195
"11034","robert, earl of grantham"," What's going on?",23,"03x04 - Episode Four",196
"11035","lady mary"," She's not here, but apparently she's coming soon. He'll explain what's happened when our guest is gone.",23,"03x04 - Episode Four",197
"11036","violet, dowager countess of grantham"," Something to look forward to.",23,"03x04 - Episode Four",198
"11037","robert, earl of grantham"," Other men have normal families with sons-in-law who farm or preach or serve their country in the army.",23,"03x04 - Episode Four",199
"11038","violet, dowager countess of grantham"," Maybe they do, but no family is ever what it seems from the outside.",23,"03x04 - Episode Four",200
"11039","daisy mason"," Do you think he's on the run from the police?",24,"03x04 - Episode Four",201
"11040","anna bates"," Don't be so daft.",24,"03x04 - Episode Four",202
"11041","thomas"," Well, he hadn't got the money for a taxicab from the station.",24,"03x04 - Episode Four",203
"11042","mrs hughes"," Maybe he fancied the walk.",24,"03x04 - Episode Four",204
"11043","miss o'brien"," Yes, that's it. I should think he loves a night walk in the pouring rain without a coat.",24,"03x04 - Episode Four",205
"11044","daisy mason"," What room is he in?",24,"03x04 - Episode Four",206
"11045","mr carson"," I'll take that, thank you, Daisy.",24,"03x04 - Episode Four",207
"11046","thomas"," So, there'll be no more gossip on that subject tonight.",24,"03x04 - Episode Four",208
"11047","lady edith"," What a tragedy.",25,"03x04 - Episode Four",209
"11048","violet, dowager countess of grantham"," Well, (indistinct) yes and no. That house was hideous. But of course, that is no excuse.",25,"03x04 - Episode Four",210
"11049","robert, earl of grantham"," No, it is not.",25,"03x04 - Episode Four",211
"11050","matthew"," But what was your involvement?",25,"03x04 - Episode Four",212
"11051","tom"," Who says I was involved?",25,"03x04 - Episode Four",213
"11052","lady mary"," Well, you seem to know a lot about it if you weren't.",25,"03x04 - Episode Four",214
"11053","cora, countess of grantham"," And why are you running away? And what was Sybil's part in all this?",25,"03x04 - Episode Four",215
"11054","tom"," She's not involved. Not at all. But they think I was part of it. They think I was one of the instigators.",25,"03x04 - Episode Four",216
"11055","lady mary"," So the police are looking for you?",25,"03x04 - Episode Four",217
"11056","tom"," That's why I couldn't go home. I knew if they took me, I wouldn't get a fair hearing.",25,"03x04 - Episode Four",218
"11057","cora, countess of grantham"," You mean, you gave them Sybil while you saved yourself.",25,"03x04 - Episode Four",219
"11058","tom"," I don't think they'll hold her, but if they do, then I'm prepared to go back and face the consequences.",25,"03x04 - Episode Four",220
"11059","robert, earl of grantham"," You damn well better be.",25,"03x04 - Episode Four",221
"11060","cora, countess of grantham"," You must see the home secretary.",25,"03x04 - Episode Four",222
"11061","robert, earl of grantham"," And tell him what? The police say he was there, he says he wasn't.",25,"03x04 - Episode Four",223
"11062","tom"," I didn't say I wasn't there.",25,"03x04 - Episode Four",224
"11063","robert, earl of grantham"," Why were you? For the fun of seeing private property destroyed?",25,"03x04 - Episode Four",225
"11064","tom"," Those places are different for me. I don't look at them and see charm and gracious living. I see something horrible.",25,"03x04 - Episode Four",226
"11065","robert, earl of grantham"," Mamma, you are not helping.",25,"03x04 - Episode Four",227
"11066","tom"," But when I saw them turned out, standing there with their children...all of them in tears watching their home burn...I was sorry. I admit it. I don't want their type to govern Ireland, I want a free state, but...I was sorry.",25,"03x04 - Episode Four",228
"11067","lady edith"," Never mind that. What's happened to Sybil?",25,"03x04 - Episode Four",229
"11068","tom"," We agreed that I should leave at once, and that she'd close the flat and follow. But I got the last boat, so she won't be here before tomorrow.",25,"03x04 - Episode Four",230
"11069","robert, earl of grantham"," Good God Almighty! You abandoned a pregnant woman in a land that's not her own!",25,"03x04 - Episode Four",231
"11070","robert, earl of grantham"," You leave her to shift for herself while you run for it?!",25,"03x04 - Episode Four",232
"11071","cora, countess of grantham"," You have to go to London, Robert. For Sybil's sake if not for his. You have to see Mr Short.",25,"03x04 - Episode Four",233
"11072","robert, earl of grantham"," I don't have to do anything!",25,"03x04 - Episode Four",234
"11073","tom"," I never meant for—",25,"03x04 - Episode Four",235
"11074","robert, earl of grantham"," Go to bed!",25,"03x04 - Episode Four",236
"11075","robert, earl of grantham"," I'll give you my answer in the morning.",25,"03x04 - Episode Four",237
"11076","mr molesley"," Of course, she married beneath her.",27,"03x04 - Episode Four",238
"11077","mrs patmore"," And who are you, then? A Hapsburg archduke?",27,"03x04 - Episode Four",239
"11078","miss o'brien"," What if he has to go to prison? What then?",27,"03x04 - Episode Four",240
"11079","mr carson"," That's quite enough of that, thank you Miss O'Brien. Bedtime, I think.",27,"03x04 - Episode Four",241
"11080","mr carson"," I'm going up.",28,"03x04 - Episode Four",242
"11081","mrs hughes"," Good night.",28,"03x04 - Episode Four",243
"11082","mr carson"," I'll try to keep them quiet, but to be honest, I knew it would happen. I knew he would bring shame on this house. It sounds as if he's on the run from the police, and for all we know, Lady Sybil is languishing in a dungeon somewhere in Dublin.",28,"03x04 - Episode Four",244
"11083","mrs hughes"," (sigh) Let's wait. And see what the morning brings.",28,"03x04 - Episode Four",245
"11084","mr carson"," What in God's name is it?",28,"03x04 - Episode Four",246
"11085","mrs hughes"," An electric toaster. I've given it to myself as a treat. If it's any good, I'm going to suggest getting one for the upstairs breakfasts.",28,"03x04 - Episode Four",247
"11086","mr carson"," Is it not enough that we're sheltering a dangerous revolutionary, Mrs Hughes? Could you not have spared me that?",28,"03x04 - Episode Four",248
"11087","jimmy kent"," Hello.",29,"03x04 - Episode Four",249
"11088","anna bates"," Can we help you?",29,"03x04 - Episode Four",250
"11089","jimmy kent"," I'm here to see Mr Carson.",29,"03x04 - Episode Four",251
"11090","thomas"," Who's this?",29,"03x04 - Episode Four",252
"11091","jimmy kent"," Jimmy Kent, at your service.",29,"03x04 - Episode Four",253
"11092","thomas"," I'm Mr Barrow, His Lordship's valet.",29,"03x04 - Episode Four",254
"11093","jimmy kent"," And I am hoping to be His Lordship's footman.",29,"03x04 - Episode Four",255
"11094","jimmy kent"," Which is why I'm looking for Mr Carson.",29,"03x04 - Episode Four",256
"11095","mrs hughes"," What's the matter? Have you all been turned into pillars of salt?",29,"03x04 - Episode Four",257
"11096","mrs hughes"," May I help?",29,"03x04 - Episode Four",258
"11097","jimmy kent"," I've come for the interview.",29,"03x04 - Episode Four",259
"11098","mrs hughes"," I see. Well, if you'll, er, wait there.",29,"03x04 - Episode Four",260
"11099","robert, earl of grantham"," I want to make it quite clear that whatever I do, I am doing it for Sybil, and not for you. I find your actions despicable, whatever your beliefs. You speak of Ireland's suffering and I do not contradict you, but Ireland cannot prosper until this savagery is put away.",30,"03x04 - Episode Four",261
"11100","lady mary"," That's all very well, Papa, but you must keep Tom out of prison.",30,"03x04 - Episode Four",262
"11101","robert, earl of grantham"," I'll go to London today. I'll telephone Murray and ask him to arrange an interview. I won't come home until I've seen Short.",30,"03x04 - Episode Four",263
"11102","cora, countess of grantham"," Thank you. I know it's right.",30,"03x04 - Episode Four",264
"11103","robert, earl of grantham"," It's right for him.",30,"03x04 - Episode Four",265
"11104","cora, countess of grantham"," And for Sybil, and for this family.",30,"03x04 - Episode Four",266
"11105","robert, earl of grantham"," I suppose so. Let me know if Sybil gets in touch.",30,"03x04 - Episode Four",267
"11106","tom"," She won't. She won't want to give them anything to trace her by.",30,"03x04 - Episode Four",268
"11107","robert, earl of grantham"," What a harsh world you live in.",30,"03x04 - Episode Four",269
"11108","tom"," We all live in a harsh world. But at least I know I do.",30,"03x04 - Episode Four",270
"11109","mr carson"," I see you've been working for the Dowager Lady Anstruther.",31,"03x04 - Episode Four",271
"11110","jimmy kent"," Yes. But she's closed up the house and gone to live in France. She begged me to go with her, but I didn't fancy it. I didn't think I'd like the food.",31,"03x04 - Episode Four",272
"11111","mr carson"," I see. She begged you, did she?",31,"03x04 - Episode Four",273
"11112","jimmy kent"," You what women can be like.",31,"03x04 - Episode Four",274
"11113","mr carson"," Not, I suspect, as well as you.",31,"03x04 - Episode Four",275
"11114","ethel"," Hey, Charlie, let's put your hat in. Make you look nice and smart.",32,"03x04 - Episode Four",276
"11115","ethel"," Be a good boy for Mummy, yeah?",32,"03x04 - Episode Four",277
"11116","ethel"," Come on.",32,"03x04 - Episode Four",278
"11117","mrs bryant"," Thank you for letting us come.",33,"03x04 - Episode Four",279
"11118","mr bryant"," And why have we come? To hear more guff about a mother's love?",33,"03x04 - Episode Four",280
"11119","isobel crawley"," Mr Bryant, that's not fair.",33,"03x04 - Episode Four",281
"11120","mr bryant"," Isn't it? We know what you are now, Ethel. We know how far you've fallen. I didn't want to let Mrs Bryant in the same room as you, but she insisted.",33,"03x04 - Episode Four",282
"11121","mrs bryant"," What Mr Bryant means—",33,"03x04 - Episode Four",283
"11122","ethel"," How could you know about me?",33,"03x04 - Episode Four",284
"11123","mr bryant"," Do you think it's so difficult to find out about a woman like you? Ha. I could give you a list of your clients.",33,"03x04 - Episode Four",285
"11124","ethel"," You mean, you've had me followed?",33,"03x04 - Episode Four",286
"11125","mr bryant"," What? Didn't you think we'd keep a check on our grandson?",33,"03x04 - Episode Four",287
"11126","mrs bryant"," We're not judging you.",33,"03x04 - Episode Four",288
"11127","mr bryant"," I'm judging her. I judge her and I find her wanting.",33,"03x04 - Episode Four",289
"11128","mrs bryant"," Ethel, we've decided to offer you some money, to make things easier so that you won't have to...",33,"03x04 - Episode Four",290
"11129","mr bryant"," Unless you don't want to give it up.",33,"03x04 - Episode Four",291
"11130","isobel crawley"," Well, that's very generous, isn't it, Ethel?",33,"03x04 - Episode Four",292
"11131","isobel crawley"," It throws a different light on things.",33,"03x04 - Episode Four",293
"11132","isobel crawley"," Oh, there's Mrs Bird with the tea.",33,"03x04 - Episode Four",294
"11133","isobel crawley"," Would you like to help me, Ethel?",33,"03x04 - Episode Four",295
"11134","mr bryant"," Charlie, look what I've got for you.",33,"03x04 - Episode Four",296
"11135","charlie"," A teddy.",33,"03x04 - Episode Four",297
"11136","mr bryant"," That's right.",33,"03x04 - Episode Four",298
"11137","mrs bird"," Should I not take it in, then?",34,"03x04 - Episode Four",299
"11138","ethel"," I can do that.",34,"03x04 - Episode Four",300
"11139","mrs bird"," Sure I don't need your help.",34,"03x04 - Episode Four",301
"11140","isobel crawley"," Thank you, Mrs Bird.",34,"03x04 - Episode Four",302
"11141","isobel crawley"," Ethel... you don't have to do this. You have a choice.",34,"03x04 - Episode Four",303
"11142","ethel"," You mean I should take money from that man? It won't be much. Enough to keep us from starving, but not much more.",34,"03x04 - Episode Four",304
"11143","isobel crawley"," But even if Charlie doesn't go to a famous school or university, you'll be there to give him love.",34,"03x04 - Episode Four",305
"11144","ethel"," Yeah, I suppose Mr Crawley went to a famous school and university.",34,"03x04 - Episode Four",306
"11145","ethel"," I see. Thank you, Mrs Crawley.",34,"03x04 - Episode Four",307
"11146","dent"," When do you want it to happen?",36,"03x04 - Episode Four",308
"11147","mr bates"," Tomorrow night.",36,"03x04 - Episode Four",309
"11148","dent"," Not Mr Durrant?",36,"03x04 - Episode Four",310
"11149","mr bates"," No. Any other warden but him. Tell Turner about it; he's straight. But don't tell until the afternoon.",36,"03x04 - Episode Four",311
"11150","mr bates"," Why are you doing this? Why are you helping me?",36,"03x04 - Episode Four",312
